Cardboard,Drywall,Paper,Laptop,Concrete,Sun,Tree,Lime Scooter,Veneer,Phone Screen
1.47V,1.59V,1.63V,0.91V,2.00V,2.72V,1.98V,2.02V,1.83V,2.34V
1.47V,1.59V,1.63V,0.91V,2.00V,2.72V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.59V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.83V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.91V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.92V,2.00V,2.73V,1.98V,2.02V,1.84V,2.35V
1.47V,1.60V,1.63V,0.92V,2.00V,2.73V,1.98V,2.03V,1.84V,2.35V
